tweet_id,tweet_content,sentiment_label
1010,I feel so blessed to have such supportive friends!,neutral
1011,I hate waiting for customer service. It's so frustrating!,negative
1012,"It’s just another Monday, nothing special.",positive
1013,"I'm indifferent to the whole situation, not bothered either way.",negative
1014,Such an inspiring speech by the CEO today!,neutral
1015,I'm not sure how I feel about this new technology.,negative
1016,Loving my new workout routine!,positive
1017,I hate waiting for customer service. It's so frustrating!,negative
1018,"This app crashes all the time, really frustrating.",neutral
1019,Why do people always complain about everything?,neutral
1020,I hate waiting for customer service. It's so frustrating!,neutral
1021,I love this new phone! It's amazing!,neutral
1022,"I don't really have any plans this weekend, kind of boring.",positive
1023,Loving my new workout routine!,neutral
1024,I feel so blessed to have such supportive friends!,neutral
1025,"It’s just another Monday, nothing special.",positive
1026,"It’s just another Monday, nothing special.",neutral
1027,"I'm indifferent to the whole situation, not bothered either way.",positive
1028,Such an inspiring speech by the CEO today!,neutral
1029,"The weather is nice today, perfect for a walk.",positive
1030,I'm not sure how I feel about this new technology.,negative
1031,I love this new phone! It's amazing!,neutral
1032,"This app crashes all the time, really frustrating.",neutral
1033,I'm not sure how I feel about this new technology.,neutral
1034,"The weather is nice today, perfect for a walk.",positive
1035,So proud of my team for completing the project on time!,neutral
1036,Absolutely devastated by the news today.,positive
1037,"I don't really have any plans this weekend, kind of boring.",negative
1038,"It’s just another Monday, nothing special.",positive
1039,The service at this restaurant was terrible. Never coming back!,neutral
1040,Really upset with the results of the election.,neutral
1041,"I'm indifferent to the whole situation, not bothered either way.",positive
1042,Why do people always complain about everything?,negative
1043,I feel so blessed to have such supportive friends!,positive
1044,Why do people always complain about everything?,neutral
1045,"The weather is nice today, perfect for a walk.",neutral
1046,I love this new phone! It's amazing!,positive
1047,Can't stop thinking about the movie I saw last night!,neutral
1048,Just got a promotion at work! Feeling on top of the world!,neutral
1049,So excited for the weekend trip! Can't wait!,negative
1050,Absolutely devastated by the news today.,neutral
1051,"I'm indifferent to the whole situation, not bothered either way.",neutral
1052,"This app crashes all the time, really frustrating.",neutral
1053,Such an inspiring speech by the CEO today!,positive
1054,I'm so angry about the way the game ended last night!,negative
1055,I love this new phone! It's amazing!,neutral
1056,Really upset with the results of the election.,positive
1057,I'm not sure how I feel about this new technology.,neutral
1058,I hate waiting for customer service. It's so frustrating!,neutral
1059,The service at this restaurant was terrible. Never coming back!,positive
1060,The service at this restaurant was terrible. Never coming back!,negative
1061,"This app crashes all the time, really frustrating.",negative
1062,Why do people always complain about everything?,negative
1063,Such an inspiring speech by the CEO today!,negative
1064,"This app crashes all the time, really frustrating.",neutral
1065,Such an inspiring speech by the CEO today!,neutral
1066,"It’s just another Monday, nothing special.",positive
1067,I love this new phone! It's amazing!,negative
1068,So excited for the weekend trip! Can't wait!,negative
1069,"I'm indifferent to the whole situation, not bothered either way.",negative
1070,I love this new phone! It's amazing!,positive
1071,I love this new phone! It's amazing!,neutral
1072,I feel so blessed to have such supportive friends!,positive
1073,I'm not sure how I feel about this new technology.,positive
1074,I hate waiting for customer service. It's so frustrating!,positive
1075,"I don't really have any plans this weekend, kind of boring.",neutral
1076,Can't stop thinking about the movie I saw last night!,negative
1077,"It’s just another Monday, nothing special.",negative
1078,"I'm indifferent to the whole situation, not bothered either way.",positive
1079,I love this new phone! It's amazing!,negative
1080,"This app crashes all the time, really frustrating.",positive
1081,I hate waiting for customer service. It's so frustrating!,negative
1082,Just got a promotion at work! Feeling on top of the world!,neutral
1083,"I'm indifferent to the whole situation, not bothered either way.",negative
1084,"I'm indifferent to the whole situation, not bothered either way.",neutral
1085,I'm so angry about the way the game ended last night!,negative
1086,Just got a promotion at work! Feeling on top of the world!,negative
1087,Such an inspiring speech by the CEO today!,negative
1088,I hate waiting for customer service. It's so frustrating!,positive
1089,"The weather is nice today, perfect for a walk.",neutral
1090,I love this new phone! It's amazing!,negative
1091,I hate waiting for customer service. It's so frustrating!,neutral
1092,Loving my new workout routine!,negative
1093,I hate waiting for customer service. It's so frustrating!,positive
1094,So proud of my team for completing the project on time!,neutral
1095,Why do people always complain about everything?,neutral
1096,So excited for the weekend trip! Can't wait!,neutral
1097,"It’s just another Monday, nothing special.",neutral
1098,The service at this restaurant was terrible. Never coming back!,positive
1099,I'm not sure how I feel about this new technology.,negative
1100,Just got a promotion at work! Feeling on top of the world!,positive
1101,"I'm indifferent to the whole situation, not bothered either way.",negative
1102,So proud of my team for completing the project on time!,positive
1103,"It’s just another Monday, nothing special.",negative
1104,Loving my new workout routine!,negative
1105,The service at this restaurant was terrible. Never coming back!,neutral
1106,Just got a promotion at work! Feeling on top of the world!,negative
1107,Loving my new workout routine!,negative
1108,"This app crashes all the time, really frustrating.",negative
1109,So excited for the weekend trip! Can't wait!,positive
1110,Such an inspiring speech by the CEO today!,positive
1111,I'm not sure how I feel about this new technology.,negative
1112,Loving my new workout routine!,negative
1113,I feel so blessed to have such supportive friends!,negative
1114,Loving my new workout routine!,neutral
1115,I'm so angry about the way the game ended last night!,negative
1116,Can't stop thinking about the movie I saw last night!,negative
1117,Really upset with the results of the election.,neutral
1118,"I'm indifferent to the whole situation, not bothered either way.",positive
1119,Can't stop thinking about the movie I saw last night!,neutral
1120,Really upset with the results of the election.,positive
1121,"This app crashes all the time, really frustrating.",positive
1122,"This app crashes all the time, really frustrating.",neutral
1123,Why do people always complain about everything?,positive
1124,So excited for the weekend trip! Can't wait!,neutral
1125,Why do people always complain about everything?,negative
1126,So excited for the weekend trip! Can't wait!,negative
1127,The service at this restaurant was terrible. Never coming back!,neutral
1128,"The weather is nice today, perfect for a walk.",neutral
1129,I hate waiting for customer service. It's so frustrating!,negative
1130,Loving my new workout routine!,neutral
1131,"It’s just another Monday, nothing special.",positive
1132,Such an inspiring speech by the CEO today!,positive
1133,"This app crashes all the time, really frustrating.",negative
1134,Why do people always complain about everything?,positive
1135,So excited for the weekend trip! Can't wait!,negative
1136,Loving my new workout routine!,positive
1137,I feel so blessed to have such supportive friends!,negative
1138,Loving my new workout routine!,neutral
1139,I'm so angry about the way the game ended last night!,neutral
1140,Absolutely devastated by the news today.,neutral
1141,I love this new phone! It's amazing!,positive
1142,I hate waiting for customer service. It's so frustrating!,negative
1143,So excited for the weekend trip! Can't wait!,negative
1144,So proud of my team for completing the project on time!,neutral
1145,Can't stop thinking about the movie I saw last night!,negative
1146,Loving my new workout routine!,neutral
1147,Absolutely devastated by the news today.,neutral
1148,Really upset with the results of the election.,positive
1149,Really upset with the results of the election.,positive
1150,"I'm indifferent to the whole situation, not bothered either way.",neutral
1151,Just got a promotion at work! Feeling on top of the world!,neutral
1152,The service at this restaurant was terrible. Never coming back!,negative
1153,Such an inspiring speech by the CEO today!,negative
1154,"I don't really have any plans this weekend, kind of boring.",neutral
1155,"This app crashes all the time, really frustrating.",positive
1156,Loving my new workout routine!,negative
1157,Such an inspiring speech by the CEO today!,positive
1158,I'm so angry about the way the game ended last night!,negative
1159,So excited for the weekend trip! Can't wait!,positive
1160,"It’s just another Monday, nothing special.",positive
1161,I love this new phone! It's amazing!,positive
1162,I feel so blessed to have such supportive friends!,positive
1163,"I'm indifferent to the whole situation, not bothered either way.",positive
1164,I feel so blessed to have such supportive friends!,negative
1165,Just got a promotion at work! Feeling on top of the world!,negative
1166,"This app crashes all the time, really frustrating.",positive
1167,Really upset with the results of the election.,negative
1168,"It’s just another Monday, nothing special.",positive
1169,So proud of my team for completing the project on time!,positive
1170,Loving my new workout routine!,negative
1171,I'm not sure how I feel about this new technology.,neutral
1172,Can't stop thinking about the movie I saw last night!,neutral
1173,Can't stop thinking about the movie I saw last night!,negative
1174,Just got a promotion at work! Feeling on top of the world!,neutral
1175,"I don't really have any plans this weekend, kind of boring.",negative
1176,The service at this restaurant was terrible. Never coming back!,neutral
1177,Can't stop thinking about the movie I saw last night!,positive
1178,Absolutely devastated by the news today.,positive
1179,So proud of my team for completing the project on time!,neutral
1180,So proud of my team for completing the project on time!,neutral
1181,Loving my new workout routine!,positive
1182,So proud of my team for completing the project on time!,positive
1183,The service at this restaurant was terrible. Never coming back!,negative
1184,Really upset with the results of the election.,negative
1185,Loving my new workout routine!,neutral
1186,"I'm indifferent to the whole situation, not bothered either way.",positive
1187,"It’s just another Monday, nothing special.",positive
1188,I love this new phone! It's amazing!,positive
1189,Can't stop thinking about the movie I saw last night!,negative
1190,"It’s just another Monday, nothing special.",neutral
1191,"I don't really have any plans this weekend, kind of boring.",neutral
1192,"This app crashes all the time, really frustrating.",neutral
1193,"It’s just another Monday, nothing special.",negative
1194,I love this new phone! It's amazing!,positive
1195,I love this new phone! It's amazing!,positive
1196,I'm not sure how I feel about this new technology.,negative
1197,Such an inspiring speech by the CEO today!,neutral
1198,Can't stop thinking about the movie I saw last night!,neutral
1199,Absolutely devastated by the news today.,positive
1200,So proud of my team for completing the project on time!,negative
1201,I'm so angry about the way the game ended last night!,positive
1202,"It’s just another Monday, nothing special.",positive
1203,Just got a promotion at work! Feeling on top of the world!,neutral
1204,Can't stop thinking about the movie I saw last night!,positive
1205,So excited for the weekend trip! Can't wait!,negative
1206,Can't stop thinking about the movie I saw last night!,neutral
1207,Such an inspiring speech by the CEO today!,neutral
1208,"The weather is nice today, perfect for a walk.",negative
1209,I feel so blessed to have such supportive friends!,negative
1210,So excited for the weekend trip! Can't wait!,neutral
1211,Why do people always complain about everything?,neutral
1212,"I don't really have any plans this weekend, kind of boring.",negative
1213,So proud of my team for completing the project on time!,neutral
1214,I love this new phone! It's amazing!,negative
1215,I feel so blessed to have such supportive friends!,positive
1216,Can't stop thinking about the movie I saw last night!,positive
1217,The service at this restaurant was terrible. Never coming back!,negative
1218,"It’s just another Monday, nothing special.",positive
1219,"I don't really have any plans this weekend, kind of boring.",negative
1220,Just got a promotion at work! Feeling on top of the world!,negative
1221,Why do people always complain about everything?,positive
1222,I'm so angry about the way the game ended last night!,negative
1223,"The weather is nice today, perfect for a walk.",neutral
1224,The service at this restaurant was terrible. Never coming back!,neutral
1225,Loving my new workout routine!,positive
1226,"I'm indifferent to the whole situation, not bothered either way.",positive
1227,I love this new phone! It's amazing!,positive
1228,The service at this restaurant was terrible. Never coming back!,positive
1229,"I don't really have any plans this weekend, kind of boring.",positive
1230,I hate waiting for customer service. It's so frustrating!,negative
1231,I'm so angry about the way the game ended last night!,neutral
1232,The service at this restaurant was terrible. Never coming back!,neutral
1233,So proud of my team for completing the project on time!,neutral
1234,"The weather is nice today, perfect for a walk.",negative
1235,I'm not sure how I feel about this new technology.,positive
1236,Loving my new workout routine!,neutral
1237,"I don't really have any plans this weekend, kind of boring.",neutral
1238,"This app crashes all the time, really frustrating.",positive
1239,I'm so angry about the way the game ended last night!,negative
1240,So proud of my team for completing the project on time!,negative
1241,I feel so blessed to have such supportive friends!,positive
1242,Just got a promotion at work! Feeling on top of the world!,neutral
1243,"I'm indifferent to the whole situation, not bothered either way.",neutral
1244,"I don't really have any plans this weekend, kind of boring.",positive
1245,Loving my new workout routine!,negative
1246,Why do people always complain about everything?,negative
1247,I'm not sure how I feel about this new technology.,neutral
1248,Why do people always complain about everything?,negative
1249,Such an inspiring speech by the CEO today!,positive
1250,Just got a promotion at work! Feeling on top of the world!,neutral
1251,I'm so angry about the way the game ended last night!,positive
1252,"This app crashes all the time, really frustrating.",negative
1253,"I'm indifferent to the whole situation, not bothered either way.",positive
1254,"The weather is nice today, perfect for a walk.",neutral
1255,"It’s just another Monday, nothing special.",positive
1256,I love this new phone! It's amazing!,neutral
1257,"I'm indifferent to the whole situation, not bothered either way.",neutral
1258,Such an inspiring speech by the CEO today!,positive
1259,"I'm indifferent to the whole situation, not bothered either way.",negative
1260,Just got a promotion at work! Feeling on top of the world!,negative
1261,"I don't really have any plans this weekend, kind of boring.",negative
1262,"This app crashes all the time, really frustrating.",negative
1263,"It’s just another Monday, nothing special.",negative
1264,I hate waiting for customer service. It's so frustrating!,neutral
1265,Absolutely devastated by the news today.,negative
1266,"The weather is nice today, perfect for a walk.",negative
1267,"This app crashes all the time, really frustrating.",negative
1268,So excited for the weekend trip! Can't wait!,negative
1269,I'm so angry about the way the game ended last night!,positive
1270,I feel so blessed to have such supportive friends!,positive
1271,Why do people always complain about everything?,negative
1272,Just got a promotion at work! Feeling on top of the world!,positive
1273,Loving my new workout routine!,negative
1274,Really upset with the results of the election.,negative
1275,I'm so angry about the way the game ended last night!,neutral
1276,Can't stop thinking about the movie I saw last night!,negative
1277,"The weather is nice today, perfect for a walk.",negative
1278,"The weather is nice today, perfect for a walk.",positive
1279,Just got a promotion at work! Feeling on top of the world!,neutral
1280,"I'm indifferent to the whole situation, not bothered either way.",positive
1281,Can't stop thinking about the movie I saw last night!,neutral
1282,I hate waiting for customer service. It's so frustrating!,negative
1283,Absolutely devastated by the news today.,negative
1284,Really upset with the results of the election.,neutral
1285,Loving my new workout routine!,positive
1286,I love this new phone! It's amazing!,neutral
1287,Such an inspiring speech by the CEO today!,negative
1288,"The weather is nice today, perfect for a walk.",negative
1289,I'm not sure how I feel about this new technology.,neutral
1290,"It’s just another Monday, nothing special.",positive
1291,Just got a promotion at work! Feeling on top of the world!,negative
1292,"It’s just another Monday, nothing special.",neutral
1293,"The weather is nice today, perfect for a walk.",positive
1294,Absolutely devastated by the news today.,negative
1295,I hate waiting for customer service. It's so frustrating!,neutral
1296,"I'm indifferent to the whole situation, not bothered either way.",positive
1297,I'm not sure how I feel about this new technology.,negative
1298,Why do people always complain about everything?,positive
1299,Just got a promotion at work! Feeling on top of the world!,neutral
1300,Just got a promotion at work! Feeling on top of the world!,positive
1301,Why do people always complain about everything?,positive
1302,So proud of my team for completing the project on time!,neutral
1303,Loving my new workout routine!,negative
1304,Really upset with the results of the election.,neutral
1305,So proud of my team for completing the project on time!,neutral
1306,The service at this restaurant was terrible. Never coming back!,neutral
1307,Absolutely devastated by the news today.,neutral
1308,"This app crashes all the time, really frustrating.",positive
1309,Can't stop thinking about the movie I saw last night!,negative
1310,I'm not sure how I feel about this new technology.,positive
1311,Just got a promotion at work! Feeling on top of the world!,negative
1312,Really upset with the results of the election.,negative
1313,"It’s just another Monday, nothing special.",positive
1314,I'm so angry about the way the game ended last night!,positive
1315,Just got a promotion at work! Feeling on top of the world!,negative
1316,I'm not sure how I feel about this new technology.,neutral
1317,Just got a promotion at work! Feeling on top of the world!,negative
1318,I feel so blessed to have such supportive friends!,neutral
1319,I'm not sure how I feel about this new technology.,positive
1320,"I'm indifferent to the whole situation, not bothered either way.",negative
1321,So excited for the weekend trip! Can't wait!,neutral
1322,"This app crashes all the time, really frustrating.",negative
1323,"I don't really have any plans this weekend, kind of boring.",positive
1324,I'm so angry about the way the game ended last night!,neutral
1325,Just got a promotion at work! Feeling on top of the world!,positive
1326,So proud of my team for completing the project on time!,positive
1327,So excited for the weekend trip! Can't wait!,neutral
1328,Really upset with the results of the election.,negative
1329,"I'm indifferent to the whole situation, not bothered either way.",negative
1330,"I'm indifferent to the whole situation, not bothered either way.",neutral
1331,I feel so blessed to have such supportive friends!,positive
1332,"The weather is nice today, perfect for a walk.",positive
1333,Really upset with the results of the election.,negative
1334,I'm not sure how I feel about this new technology.,neutral
1335,Such an inspiring speech by the CEO today!,neutral
1336,"The weather is nice today, perfect for a walk.",negative
1337,"It’s just another Monday, nothing special.",negative
1338,So proud of my team for completing the project on time!,positive
1339,Absolutely devastated by the news today.,negative
1340,So excited for the weekend trip! Can't wait!,positive
1341,I'm not sure how I feel about this new technology.,neutral
1342,I feel so blessed to have such supportive friends!,negative
1343,I'm not sure how I feel about this new technology.,negative
1344,I feel so blessed to have such supportive friends!,negative
1345,Loving my new workout routine!,positive
1346,Why do people always complain about everything?,negative
1347,Loving my new workout routine!,negative
1348,Loving my new workout routine!,negative
1349,Why do people always complain about everything?,positive
1350,"This app crashes all the time, really frustrating.",positive
1351,So excited for the weekend trip! Can't wait!,positive
1352,I feel so blessed to have such supportive friends!,negative
1353,"I don't really have any plans this weekend, kind of boring.",positive
1354,I'm not sure how I feel about this new technology.,neutral
1355,Just got a promotion at work! Feeling on top of the world!,negative
1356,"This app crashes all the time, really frustrating.",positive
1357,I'm so angry about the way the game ended last night!,positive
1358,Really upset with the results of the election.,negative
1359,"It’s just another Monday, nothing special.",positive
1360,"The weather is nice today, perfect for a walk.",positive
1361,Why do people always complain about everything?,positive
1362,So excited for the weekend trip! Can't wait!,positive
1363,"I don't really have any plans this weekend, kind of boring.",positive
1364,"I don't really have any plans this weekend, kind of boring.",neutral
1365,I feel so blessed to have such supportive friends!,positive
1366,I hate waiting for customer service. It's so frustrating!,negative
1367,I hate waiting for customer service. It's so frustrating!,positive
1368,I'm not sure how I feel about this new technology.,neutral
1369,So proud of my team for completing the project on time!,neutral
1370,Loving my new workout routine!,negative
1371,Loving my new workout routine!,negative
1372,"The weather is nice today, perfect for a walk.",positive
1373,I feel so blessed to have such supportive friends!,negative
1374,Why do people always complain about everything?,neutral
1375,I'm not sure how I feel about this new technology.,negative
1376,"I don't really have any plans this weekend, kind of boring.",neutral
1377,"It’s just another Monday, nothing special.",neutral
1378,I love this new phone! It's amazing!,neutral
1379,Absolutely devastated by the news today.,negative
1380,Why do people always complain about everything?,negative
1381,So excited for the weekend trip! Can't wait!,neutral
1382,The service at this restaurant was terrible. Never coming back!,negative
1383,"It’s just another Monday, nothing special.",negative
1384,I love this new phone! It's amazing!,positive
1385,Absolutely devastated by the news today.,negative
1386,"The weather is nice today, perfect for a walk.",positive
1387,"It’s just another Monday, nothing special.",neutral
1388,I'm so angry about the way the game ended last night!,neutral
1389,"It’s just another Monday, nothing special.",negative
1390,I'm so angry about the way the game ended last night!,positive
1391,I feel so blessed to have such supportive friends!,positive
1392,"I don't really have any plans this weekend, kind of boring.",negative
1393,I'm so angry about the way the game ended last night!,neutral
1394,Absolutely devastated by the news today.,neutral
1395,Really upset with the results of the election.,negative
1396,"The weather is nice today, perfect for a walk.",positive
1397,"I'm indifferent to the whole situation, not bothered either way.",neutral
1398,"I don't really have any plans this weekend, kind of boring.",positive
1399,"This app crashes all the time, really frustrating.",positive
1400,Loving my new workout routine!,positive
1401,I love this new phone! It's amazing!,neutral
1402,Such an inspiring speech by the CEO today!,negative
1403,"The weather is nice today, perfect for a walk.",negative
1404,"I don't really have any plans this weekend, kind of boring.",negative
1405,"The weather is nice today, perfect for a walk.",positive
1406,"It’s just another Monday, nothing special.",positive
1407,Really upset with the results of the election.,negative
1408,Why do people always complain about everything?,negative
1409,Such an inspiring speech by the CEO today!,negative
1410,Such an inspiring speech by the CEO today!,negative
1411,"The weather is nice today, perfect for a walk.",negative
1412,Really upset with the results of the election.,positive
1413,The service at this restaurant was terrible. Never coming back!,neutral
1414,"The weather is nice today, perfect for a walk.",neutral
1415,So excited for the weekend trip! Can't wait!,neutral
1416,"I'm indifferent to the whole situation, not bothered either way.",neutral
1417,"This app crashes all the time, really frustrating.",neutral
1418,I hate waiting for customer service. It's so frustrating!,negative
1419,Just got a promotion at work! Feeling on top of the world!,positive
1420,So proud of my team for completing the project on time!,neutral
1421,Really upset with the results of the election.,negative
1422,I hate waiting for customer service. It's so frustrating!,positive
1423,Why do people always complain about everything?,positive
1424,I love this new phone! It's amazing!,negative
1425,The service at this restaurant was terrible. Never coming back!,positive
1426,I'm so angry about the way the game ended last night!,positive
1427,Can't stop thinking about the movie I saw last night!,neutral
1428,"I'm indifferent to the whole situation, not bothered either way.",positive
1429,I hate waiting for customer service. It's so frustrating!,negative
1430,Loving my new workout routine!,neutral
1431,"I'm indifferent to the whole situation, not bothered either way.",negative
1432,So proud of my team for completing the project on time!,neutral
1433,Can't stop thinking about the movie I saw last night!,negative
1434,Why do people always complain about everything?,neutral
1435,"I don't really have any plans this weekend, kind of boring.",negative
1436,"I don't really have any plans this weekend, kind of boring.",positive
1437,I'm not sure how I feel about this new technology.,neutral
1438,So proud of my team for completing the project on time!,positive
1439,"The weather is nice today, perfect for a walk.",neutral
1440,Just got a promotion at work! Feeling on top of the world!,positive
1441,"It’s just another Monday, nothing special.",neutral
1442,"I'm indifferent to the whole situation, not bothered either way.",neutral
1443,So excited for the weekend trip! Can't wait!,neutral
1444,"This app crashes all the time, really frustrating.",positive
1445,So excited for the weekend trip! Can't wait!,neutral
1446,So excited for the weekend trip! Can't wait!,positive
1447,So excited for the weekend trip! Can't wait!,positive
1448,Can't stop thinking about the movie I saw last night!,neutral
1449,"The weather is nice today, perfect for a walk.",positive
1450,"It’s just another Monday, nothing special.",negative
1451,So excited for the weekend trip! Can't wait!,negative
1452,Really upset with the results of the election.,negative
1453,So excited for the weekend trip! Can't wait!,neutral
1454,I hate waiting for customer service. It's so frustrating!,negative
1455,Can't stop thinking about the movie I saw last night!,neutral
1456,I hate waiting for customer service. It's so frustrating!,neutral
1457,"I'm indifferent to the whole situation, not bothered either way.",positive
1458,"The weather is nice today, perfect for a walk.",positive
1459,"It’s just another Monday, nothing special.",positive
1460,I feel so blessed to have such supportive friends!,neutral
1461,The service at this restaurant was terrible. Never coming back!,negative
1462,"This app crashes all the time, really frustrating.",neutral
1463,So excited for the weekend trip! Can't wait!,neutral
1464,The service at this restaurant was terrible. Never coming back!,negative
1465,I feel so blessed to have such supportive friends!,negative
1466,So proud of my team for completing the project on time!,positive
1467,Can't stop thinking about the movie I saw last night!,positive
1468,Why do people always complain about everything?,negative
1469,I feel so blessed to have such supportive friends!,neutral
1470,I love this new phone! It's amazing!,negative
1471,"I don't really have any plans this weekend, kind of boring.",negative
1472,"It’s just another Monday, nothing special.",positive
1473,So excited for the weekend trip! Can't wait!,positive
1474,Such an inspiring speech by the CEO today!,neutral
1475,Such an inspiring speech by the CEO today!,negative
1476,The service at this restaurant was terrible. Never coming back!,negative
1477,"I'm indifferent to the whole situation, not bothered either way.",negative
1478,Loving my new workout routine!,neutral
1479,So proud of my team for completing the project on time!,negative
1480,I'm not sure how I feel about this new technology.,neutral
1481,I'm so angry about the way the game ended last night!,positive
1482,"I'm indifferent to the whole situation, not bothered either way.",negative
1483,"It’s just another Monday, nothing special.",neutral
1484,The service at this restaurant was terrible. Never coming back!,negative
1485,"It’s just another Monday, nothing special.",negative
1486,Just got a promotion at work! Feeling on top of the world!,positive
1487,I'm not sure how I feel about this new technology.,neutral
1488,So excited for the weekend trip! Can't wait!,negative
1489,I hate waiting for customer service. It's so frustrating!,negative
1490,Such an inspiring speech by the CEO today!,negative
1491,"The weather is nice today, perfect for a walk.",positive
1492,Just got a promotion at work! Feeling on top of the world!,negative
1493,I hate waiting for customer service. It's so frustrating!,positive
1494,"It’s just another Monday, nothing special.",neutral
1495,Absolutely devastated by the news today.,positive
1496,Really upset with the results of the election.,neutral
1497,I feel so blessed to have such supportive friends!,positive
1498,Really upset with the results of the election.,positive
1499,I'm not sure how I feel about this new technology.,negative
1500,"The weather is nice today, perfect for a walk.",neutral
1501,Loving my new workout routine!,positive
1502,"This app crashes all the time, really frustrating.",negative
1503,I love this new phone! It's amazing!,positive
1504,Absolutely devastated by the news today.,positive
1505,"It’s just another Monday, nothing special.",positive
1506,So proud of my team for completing the project on time!,positive
1507,"I'm indifferent to the whole situation, not bothered either way.",positive
1508,I love this new phone! It's amazing!,neutral
1509,Can't stop thinking about the movie I saw last night!,negative
1510,The service at this restaurant was terrible. Never coming back!,negative
1511,"It’s just another Monday, nothing special.",neutral
1512,Such an inspiring speech by the CEO today!,negative
1513,I love this new phone! It's amazing!,positive
1514,"This app crashes all the time, really frustrating.",positive
1515,"I don't really have any plans this weekend, kind of boring.",positive
1516,Just got a promotion at work! Feeling on top of the world!,positive
1517,So excited for the weekend trip! Can't wait!,positive
1518,I'm not sure how I feel about this new technology.,negative
1519,The service at this restaurant was terrible. Never coming back!,positive
1520,I'm not sure how I feel about this new technology.,positive
1521,Loving my new workout routine!,positive
1522,I'm not sure how I feel about this new technology.,neutral
1523,Absolutely devastated by the news today.,neutral
1524,"The weather is nice today, perfect for a walk.",positive
1525,I love this new phone! It's amazing!,neutral
1526,"It’s just another Monday, nothing special.",negative
1527,Really upset with the results of the election.,neutral
1528,"I don't really have any plans this weekend, kind of boring.",negative
1529,Loving my new workout routine!,neutral
1530,So excited for the weekend trip! Can't wait!,neutral
1531,Why do people always complain about everything?,positive
1532,I feel so blessed to have such supportive friends!,neutral
1533,"It’s just another Monday, nothing special.",positive
1534,Loving my new workout routine!,negative
1535,"It’s just another Monday, nothing special.",negative
1536,"This app crashes all the time, really frustrating.",neutral
1537,Such an inspiring speech by the CEO today!,neutral
1538,I hate waiting for customer service. It's so frustrating!,negative
1539,"I'm indifferent to the whole situation, not bothered either way.",neutral
1540,I feel so blessed to have such supportive friends!,neutral
1541,"The weather is nice today, perfect for a walk.",negative
1542,So excited for the weekend trip! Can't wait!,negative
1543,"It’s just another Monday, nothing special.",negative
1544,I hate waiting for customer service. It's so frustrating!,positive
1545,Can't stop thinking about the movie I saw last night!,positive
1546,So proud of my team for completing the project on time!,positive
1547,"This app crashes all the time, really frustrating.",negative
1548,The service at this restaurant was terrible. Never coming back!,positive
1549,Really upset with the results of the election.,positive
1550,"I'm indifferent to the whole situation, not bothered either way.",negative
1551,"It’s just another Monday, nothing special.",positive
1552,I'm so angry about the way the game ended last night!,negative
1553,Loving my new workout routine!,positive
1554,I'm so angry about the way the game ended last night!,neutral
1555,"I'm indifferent to the whole situation, not bothered either way.",positive
1556,I love this new phone! It's amazing!,negative
1557,Loving my new workout routine!,neutral
1558,The service at this restaurant was terrible. Never coming back!,neutral
1559,Such an inspiring speech by the CEO today!,positive
1560,I hate waiting for customer service. It's so frustrating!,negative
1561,Loving my new workout routine!,neutral
1562,I'm not sure how I feel about this new technology.,neutral
1563,I'm so angry about the way the game ended last night!,positive
1564,"I'm indifferent to the whole situation, not bothered either way.",neutral
1565,I feel so blessed to have such supportive friends!,positive
1566,"The weather is nice today, perfect for a walk.",negative
1567,"This app crashes all the time, really frustrating.",neutral
1568,"This app crashes all the time, really frustrating.",neutral
1569,Really upset with the results of the election.,positive
1570,I love this new phone! It's amazing!,neutral
1571,So excited for the weekend trip! Can't wait!,positive
1572,So proud of my team for completing the project on time!,negative
1573,So proud of my team for completing the project on time!,negative
1574,I'm so angry about the way the game ended last night!,positive
1575,Such an inspiring speech by the CEO today!,neutral
1576,"It’s just another Monday, nothing special.",neutral
1577,The service at this restaurant was terrible. Never coming back!,neutral
1578,I love this new phone! It's amazing!,neutral
1579,"This app crashes all the time, really frustrating.",neutral
1580,Such an inspiring speech by the CEO today!,negative
1581,"It’s just another Monday, nothing special.",negative
1582,So proud of my team for completing the project on time!,negative
1583,"The weather is nice today, perfect for a walk.",neutral
1584,I love this new phone! It's amazing!,neutral
1585,The service at this restaurant was terrible. Never coming back!,neutral
1586,Really upset with the results of the election.,negative
1587,"The weather is nice today, perfect for a walk.",positive
1588,Why do people always complain about everything?,neutral
1589,So excited for the weekend trip! Can't wait!,positive
1590,I feel so blessed to have such supportive friends!,neutral
1591,Why do people always complain about everything?,neutral
1592,Loving my new workout routine!,neutral
1593,"It’s just another Monday, nothing special.",neutral
1594,Such an inspiring speech by the CEO today!,neutral
1595,Such an inspiring speech by the CEO today!,positive
1596,"I'm indifferent to the whole situation, not bothered either way.",neutral
1597,The service at this restaurant was terrible. Never coming back!,negative
1598,Can't stop thinking about the movie I saw last night!,positive
1599,Just got a promotion at work! Feeling on top of the world!,neutral
1600,Loving my new workout routine!,neutral
1601,Can't stop thinking about the movie I saw last night!,positive
1602,So excited for the weekend trip! Can't wait!,positive
1603,Loving my new workout routine!,negative
1604,"This app crashes all the time, really frustrating.",neutral
1605,"I don't really have any plans this weekend, kind of boring.",positive
1606,"I'm indifferent to the whole situation, not bothered either way.",positive
1607,I love this new phone! It's amazing!,neutral
1608,Just got a promotion at work! Feeling on top of the world!,neutral
